Viewpoint,Viewpoint_Weight,Dimension,Dimension_Weight,Element,Element_Weight,Measure,Measure_Weight,Metric,Metric_Weight,Extraction_Rule,Evaluation_Rule,Extraction_Rule_value,Score,Measure_Score,Element_Score,Dimension_Score,Viewpoint_Score
serviceAndDataset,1,TemporalQuality,7,TemporalValidity,9,Currentness,8,DateOfPublication,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': ""//gmd:identificationInfo[1]//gmd:citation//gmd:CI_Date[gmd:dateType/gmd:CI_DateTypeCode/@codeListValue='publication']/gmd:date/gco:Date"", 'value': 'text'}","{'type': 'date', 'minimum': '2016-01-01', 'maximum': '2023-01-01', 'description': 'Date of publication should be included in user requested period'}",2017-01-15,2,2.0,2.6774193548387095,3.1823281907433376,3.8166385035447283
serviceAndDataset,1,TemporalQuality,7,TemporalValidity,9,Currentness,8,DateOfRevision,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': ""//gmd:identificationInfo[1]//gmd:citation//gmd:CI_Date[gmd:dateType/gmd:CI_DateTypeCode/@codeListValue='revision']/gmd:date/gco:Date"", 'value': 'text'}","{'type': 'date', 'minimum': '2022-01-01', 'maximum': '2023-01-01', 'description': 'Date of last revision should be included in user requested period'}",2022-10-10,3,2.0,2.6774193548387095,3.1823281907433376,3.8166385035447283
serviceAndDataset,1,TemporalQuality,7,TemporalValidity,9,MaintenanceFrequency,7,MatchMaintenanceFreqRequested,9,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:MD_Metadata //gmd:identificationInfo//gmd:MD_DataIdentification//gmd:resourceMaintenance//gmd:MD_MaintenanceInformation//gmd:maintenanceAndUpdateFrequency//gmd:MD_MaintenanceFrequencyCode/@codeListValue', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 'continual', 'operator': 'is', 'description': 'Should return true if matches user request of maintenance requency. Should be implemented when requests on dahsboard can be personnalized.'}",continual,5,5.0,2.6774193548387095,3.1823281907433376,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,AbsolutePositionalAccuracy,8,MeanValuePosUncertainties,8,MeanValuePosUncertainties,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:PositionalAccuracy//gmd:AbsolutePositionalAccuracy//gmd:MeanValuePositionalUncertainties', 'value': 'text'}","{'type': 'range', 'minimum': 0, 'maximum': 0.8, 'description': 'Mean value of positionnal uncertainty should be between 0m and 0.8m (user request)'}",0.02,5,5.0,5.0,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,RelativePositionalAccuracy,8,RelativeVerticalError,5,RelativeVerticalError,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:PositionalAccuracy//gmd:RelativePositionalAccuracy//gmd:RelativeVerticalError', 'value': 'text'}","{'type': 'range', 'minimum': 0, 'maximum': 0.9, 'description': 'The vertical relative error should be between x and x (user request)'}",0.05,5,5.0,5.0,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,RelativePositionalAccuracy,8,RelativeHorizontalError,5,RelativeHorizontalError,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:PositionalAccuracy//gmd:RelativePositionalAccuracy//gmd:RelativeHorizontalError', 'value': 'text'}","{'type': 'range', 'minimum': 0, 'maximum': 0.9, 'description': 'The horizontal relative error should be between x and x (user request)'}",0.001,5,5.0,5.0,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,GriddedPositionalAccuracy,5,CircularSD,5,CircularSD,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:PositionalAccuracy//gmd:GriddedPositionalAccuracy//gmd:CircularSD', 'value': 'text'}","{'type': 'range', 'minimum': 0, 'maximum': 0.9, 'description': 'The circular standard deviation should be between x and x (user request)'}",0.03,5,5.0,4.333333333333333,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,GriddedPositionalAccuracy,5,RMSErrorPlanimetry,10,RMSEPlanimetry,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:PositionalAccuracy//gmd:GriddedPositionalAccuracy//gmd:RMSEPlanimetry', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 20, 'operator': '<', 'description': 'The circular standard deviation should be under 20m (user request)'}",21,4,4.0,4.333333333333333,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,SpatialResolution,16,equivalentScale,5,equivalentScale,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:identificationInfo[1]//gmd:spatialResolution//gmd:equivalentScale//gmd:denominator', 'value': 'text'}","{'type': 'range', 'minimum': 490, 'maximum': 510, 'description': 'Map scale should be between 1/4900 and 1/5100 (user request).'}",500,5,5.0,3.0,3.929292929292929,3.8166385035447283
serviceAndDataset,1,PositionnalAccuracy,5,SpatialResolution,16,distance,5,Distance,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:identificationInfo[1]//gmd:spatialResolution//gmd:distance', 'value': 'text'}","{'type': 'range', 'minimum': 15, 'maximum': 20, 'description': 'Distance should be between 15-20m (user request).'}",25.0,1,1.0,3.0,3.929292929292929,3.8166385035447283
